epoch,train_loss,train_acc,val_loss,val_acc,val_f1
1,0.9884159877525243,0.5288723742171346,0.736819496156794,0.6746509388541165,0.688184925545532
2,0.8193500896513414,0.6403464085583291,0.6337066867716564,0.7250842561386616,0.7343770154374508
3,0.7485349649457214,0.6831380539989812,0.5913760063019176,0.7394077997111218,0.7484527410550244
4,0.7070219709941,0.7033651973270205,0.5605875539288936,0.747833413577275,0.7560057736548048
5,0.679636181324273,0.719666776542507,0.5439165511101728,0.7542128069330766,0.7629829491196938
6,0.6588087207669961,0.7234125438254773,0.5463824308063471,0.7502407318247473,0.7601385357458423
7,0.6475887011465029,0.7296455005843397,0.5274183313556456,0.7631198844487241,0.7721213792033677
8,0.6380588502876909,0.7335710646968925,0.523705846305845,0.7662493981704381,0.7756422988690987
9,0.6264872243680094,0.7382457822660394,0.5070183804051545,0.7740731824747231,0.7829897247998235
10,0.621851475816753,0.7406131071888765,0.5007443433205095,0.7741935483870968,0.7814689448851743
11,0.6121012173705347,0.7463965718737826,0.49952098374964815,0.7767212325469427,0.7845323045083966
12,0.6101939533641364,0.7451080279284409,0.4969251801582214,0.7818969667790082,0.7899793614101006
13,0.6080050985866224,0.7451080279284409,0.48925557965390315,0.7826191622532499,0.7900820666336347
14,0.6015387544425911,0.7494231518384226,0.5015639024080424,0.7805729417428984,0.7893055873063749
15,0.5969871937994625,0.7513110185490396,0.48903401664847873,0.7864708714492056,0.7943338946575744
16,0.6010779221308449,0.7498726439123791,0.49773326348988667,0.7774434280211844,0.7869037703409748
17,0.5948834903896567,0.7518204428995235,0.5078919802038613,0.7734713529128551,0.7854442529532303
18,0.5931116939609092,0.7549968535554823,0.49201415464834464,0.7857486759749639,0.794325749320758
19,0.5854446792001688,0.7573342123400557,0.4827055948919612,0.7846653827636013,0.793488157176746
20,0.584333541957087,0.7576938059992209,0.4904135507986588,0.7851468464130958,0.7947941310711789
21,0.5871858190369919,0.7573941446165833,0.4821969432272932,0.786350505536832,0.7955373792422634
22,0.5794657109955131,0.7611399118995535,0.4795219971617656,0.7870727010110736,0.7969139756194871
23,0.5787539922431255,0.7600910970603219,0.48859903095115187,0.783822821376986,0.7943875414932222
24,0.5763771566527051,0.7601210631985856,0.47312266068585973,0.7918873375060183,0.801525473491312
25,0.5741956649939067,0.7636570675137095,0.48085716939999845,0.7897207510832932,0.7988633216643456
26,0.5702513919066048,0.7621887267387851,0.4801793181385395,0.7898411169956668,0.7988684050041724
27,0.5691862156941913,0.7658745617452279,0.48204442111126894,0.7900818488204141,0.799038808285367
28,0.5721249254050058,0.7628779479188517,0.4879202673469074,0.7845450168512277,0.7949503639182662
29,0.5720147189879374,0.7629079140571154,0.4764939549634189,0.7924891670678864,0.8014260112905809
30,0.5688357776976594,0.7669833088609871,0.4692898716707613,0.7932113625421281,0.8029209005754242
31,0.5704577435770847,0.7644961193850949,0.47307865305493874,0.7917669715936447,0.8020090148786674
32,0.5631629352307592,0.7666836474783495,0.47466607491557966,0.7906836783822822,0.8011463953036829
33,0.5608672321455382,0.7701597195169458,0.46586829828180026,0.7939335580163698,0.8036172315083963
34,0.5626025550318151,0.7681819543915376,0.4721860430263015,0.7902022147327876,0.8001852242330241
35,0.5634815650365139,0.7669833088609871,0.48122597291355357,0.7874337987481945,0.7985047521653552
36,0.5581864039111525,0.7728566719606844,0.4707274244856995,0.7904429465575349,0.8006703804446491
37,0.5577308688494619,0.7705492793143748,0.47465744635406804,0.7920077034183919,0.8023715803000551
38,0.5584892448026588,0.7696203290281981,0.47090276277977855,0.7921280693307655,0.8020484934163232
39,0.5582543656465294,0.7713283989092325,0.45501431553379296,0.7992296581608088,0.807429307525308
40,0.5543909005271296,0.7736957238320697,0.4782005760694962,0.7877948964853153,0.7985560699889601
41,0.5518660238761447,0.7714482634622876,0.4688075015973345,0.7928502648050072,0.8033164635686605
42,0.5518228352428866,0.7744748434269275,0.4699158793316188,0.7948964853153587,0.8045966834833908
43,0.5502895956211468,0.7759731503401157,0.4614391233888623,0.7952575830524795,0.8045528362023346
44,0.551407398867052,0.7718078571214527,0.4752543908676162,0.7898411169956668,0.7996133040945238
45,0.5519265789239558,0.7718977555362441,0.4696128102603243,0.7930909966297545,0.8028580538353574
46,0.5507950042785937,0.7723472476102005,0.4656761733884127,0.7934520943668752,0.8029553651174008
47,0.5538246015240879,0.7695304306134069,0.4619915290024054,0.7933317284545017,0.8036268234278826
48,0.5510354112676448,0.772646908992838,0.4671069194253787,0.7933317284545017,0.8024897275403555
49,0.550215245342559,0.7729765365137394,0.4674123072378843,0.7932113625421281,0.8036553532130252
50,0.5430903237878227,0.776063048754907,0.46184826085543945,0.7959797785267212,0.8057806328456437
51,0.5472600596815778,0.773036468790267,0.4612555885880282,0.7920077034183919,0.8018574119238965
52,0.5459490044911584,0.7765425069671271,0.47437358142509445,0.7883967260471835,0.7994746521973413
53,0.5397882778298554,0.7765724731053909,0.4649542479071413,0.7963408762638421,0.8056573215833809
54,0.539574583111302,0.7801983758353062,0.45974492557888486,0.7967019740009629,0.8055732606646308
55,0.5451964211418918,0.7741152497677625,0.4650958474289642,0.7924891670678864,0.8029078273515602
56,0.5393433882236295,0.7792993916873933,0.45817771258768003,0.7938131921039961,0.8033141221371491
57,0.5449829156726848,0.7721674507806179,0.48103883987329416,0.7844246509388542,0.7958626814980474
58,0.5387651339659588,0.7779808816037878,0.4576784500679146,0.7961001444390948,0.8055858886250858
