model,accuracy,precision,recall,f1
GAT,0.6744785276073619,0.6752730995943474,0.6744785276073619,0.672432833585383
GCN,0.6940490797546012,0.7166679957394023,0.6940490797546012,0.6983976094412323
GraphSAGE,0.7569325153374233,0.7653229429568155,0.7569325153374233,0.7596001505170433
GIN,0.7579141104294479,0.7642662898851816,0.7579141104294479,0.7600655631264011
TransformerConv,0.7569938650306749,0.7629664382190655,0.7569938650306749,0.7587974719146408
GINE,0.7650306748466258,0.7731054441830895,0.7650306748466258,0.7677355816443382
