epoch,train_loss,train_acc,val_loss,val_acc,val_f1
1,1.042781519861234,0.46777635510029875,0.9549888252699886,0.5454167532737476,0.5330819413715329
2,0.9380383355125541,0.5585382724770778,0.858523389294218,0.6072888519365344,0.6105343362996499
3,0.8666234442862685,0.6079738619806614,0.8232716962881993,0.6260652670962378,0.631892789935637
4,0.8252636648007611,0.6315363445038045,0.7746165178425551,0.6547495323217626,0.6617773232642434
5,0.7974006255262462,0.6480933668888987,0.7552783292197045,0.6710316635488117,0.6766382509295165
6,0.7761720942351241,0.6638703695527396,0.7538683624415589,0.675258089101365,0.6818725081405668
7,0.7532540681334187,0.6748347977099798,0.7553790698368287,0.6618166701309499,0.6682346206514649
8,0.7423997108781252,0.6786907442565528,0.6876637545501187,0.6979145014896418,0.7005835346376466
9,0.7259020542578081,0.6869766141257156,0.67501701641205,0.7071987805722996,0.7120934133072883
10,0.718014914818378,0.6906412350802832,0.6708012962840182,0.7109402064712811,0.7127309762293759
11,0.7039232831030265,0.6955273963530398,0.6605192321151142,0.7041502113212776,0.7070087461071303
12,0.6918740808540077,0.6981618025814238,0.6731789121176509,0.7047044966396453,0.7083321610165878
13,0.6845561569359191,0.7034453323914227,0.6372294028393569,0.7213330561906741,0.725225931646562
14,0.6697508874686136,0.7080224292463243,0.6423602286432766,0.7176609159564886,0.7218228986993921
15,0.6648912293515493,0.7135561540612536,0.6328990208312197,0.7176609159564886,0.7218840925862414
16,0.6545831877608025,0.7132323722901673,0.6142176897859636,0.7295780503013927,0.733121110663354
17,0.6505087387929004,0.7168822758915037,0.6215963390821199,0.7189773435876117,0.7225207878222702
18,0.638395805458855,0.7223276965870458,0.5952283137100515,0.7287466223238412,0.7310551140269984
19,0.6305953272596382,0.7265810116708611,0.6146752956209564,0.7218180558442459,0.7242938919095007
20,0.6361664124338131,0.7249473854621985,0.57668411436856,0.7433658975957874,0.7437833783258572
21,0.6205192316820082,0.7319381282470161,0.5695825681933856,0.7502944640753828,0.7505090939943562
22,0.6166056502414002,0.7322324753116399,0.5733296225602534,0.7457908958636458,0.7482488214338331
23,0.6236418682077939,0.7305105449835901,0.572227870423556,0.7477308944779325,0.7488020323467163
24,0.6157202301680571,0.7334392982765979,0.5798548396573793,0.7413566133167048,0.7453426892038044
25,0.6060566349615666,0.738428481021973,0.5577660553182624,0.756045174253447,0.7572664508299697
26,0.604751709324776,0.738649241320441,0.5977537987250049,0.7295087646365966,0.7330917293730277
27,0.6005241320291355,0.7400326725241733,0.5390184414652704,0.7622115984202869,0.762436658513261
28,0.5948396500393626,0.7434912505335041,0.5550615775199457,0.7550751749463036,0.7585051631952289
29,0.599390691829145,0.7425493399267076,0.5719610754577813,0.7481466084667082,0.7518139155659324
30,0.5929127763685669,0.7429467084639498,0.5480769830665874,0.7552830319406915,0.7575765022221809
31,0.5875929481501028,0.7454339411600218,0.5445733423570185,0.760479456800388,0.7601461551928952
32,0.5885262041505477,0.7459637658763448,0.5797641281752711,0.742534469618236,0.7455999960961257
33,0.5938107453144428,0.7417104507925295,0.5357913986537062,0.7629737407330424,0.7632418185453543
34,0.5825224429680825,0.7484657159256479,0.5632996653507796,0.7482851797963002,0.7525213100764632
