model,best_epoch,train_accuracy,train_precision,train_recall,train_f1,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1
GNN_DRNL,28,0.8565714285714285,0.8796724813100748,0.9377609108159393,0.9077883908890522,0.8613333333333333,0.8866995073891626,0.9391304347826087,0.9121621621621622,0.8706666666666667,0.8851132686084142,0.9546247818499127,0.9185558354324097
