fold,accuracy,precision,recall,f1
1,0.6884777376654633,0.6836750714376842,0.6884777376654633,0.6838598259164884
2,0.6980394123251266,0.6951001642228823,0.6980394123251266,0.6943168508279792
3,0.6978889836032693,0.6925655588315598,0.6978889836032693,0.693506000772533
4,0.6952314095171238,0.6925544097777472,0.6952314095171238,0.6923294124892593
5,0.6854535425963998,0.6807049321099637,0.6854535425963998,0.6806343391188266
