best_epoch,train_accuracy,train_precision,train_recall,train_f1,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1
36,0.7071428571428572,0.5686274509803921,0.6041666666666666,0.5858585858585859,0.5,0.375,0.5454545454545454,0.4444444444444444,0.6333333333333333,0.5,0.45454545454545453,0.47619047619047616
