fold,accuracy,precision,recall,f1
1,0.7600084840129381,0.7671593828472854,0.7600084840129381,0.7616966404696891
2,0.7709259907051121,0.7769643234448258,0.7709259907051121,0.7722954816375415
3,0.7575273501791073,0.7663171258144,0.7575273501791073,0.7600848147543237
4,0.7717459324155194,0.7761187331565952,0.7717459324155194,0.7734585031223109
5,0.7606129830573006,0.7650463729327486,0.7606129830573006,0.7622827774295144
