fold,accuracy,precision,recall,f1
1,0.6072503008423586,0.5941830384064887,0.6072503008423586,0.5967872829155589
2,0.6162563305420449,0.6105437043585212,0.6162563305420449,0.6084101709137215
3,0.6193150478864765,0.6064016712736129,0.6193150478864765,0.6088007665890319
4,0.6162061876347591,0.6072016079675581,0.6162061876347591,0.6085257340703552
5,0.605575891290177,0.5946586205065254,0.605575891290177,0.5958729552475471
