fold,accuracy,precision,recall,f1
1,0.763826289835092,0.7711357939326567,0.763826289835092,0.7658371619868775
2,0.7728249462795462,0.7791779941499076,0.7728249462795462,0.7744903609655767
3,0.7589311646819634,0.7669920220847068,0.7589311646819634,0.7612880312670568
4,0.7687213183145599,0.7751268382864065,0.7687213183145599,0.7703679584551448
5,0.759994288977727,0.7674665939423521,0.759994288977727,0.7613637248863842
