fold,accuracy,precision,recall,f1
1,0.7645156158863142,0.7712188524242222,0.7645156158863142,0.7659158322988512
2,0.7748738193993304,0.7799985832481331,0.7748738193993304,0.775956532848539
3,0.7623196824474779,0.7683555675421226,0.7623196824474779,0.7642365323521222
4,0.7686691697955778,0.7756739224306523,0.7686691697955778,0.7709881677355328
5,0.7598039215686274,0.7664655432670473,0.7598039215686274,0.7616899262365009
