fold,accuracy,precision,recall,f1
1,0.7540696749562543,0.7633501512604576,0.7540696749562543,0.7542802395046906
2,0.7684773374643946,0.7732451372038989,0.7684773374643946,0.7691129889431041
3,0.7494917223351728,0.7599787937449054,0.7494917223351728,0.7507693058077078
4,0.7618377138089278,0.7729156318333187,0.7618377138089278,0.7637680686218905
5,0.7515229392727965,0.7596133285695966,0.7515229392727965,0.7532081047800695
