fold,accuracy,precision,recall,f1
1,0.733686944030057,0.7466729041285667,0.733686944030057,0.7372202712155432
2,0.7333886637699556,0.7486239438426929,0.7333886637699556,0.7364517448520692
3,0.7206947941826404,0.7419964112761521,0.7206947941826404,0.7263506619606468
4,0.7264283119713559,0.738107161299477,0.7264283119713559,0.7297169380655997
5,0.734626010436918,0.7444936277075654,0.734626010436918,0.7369381040778028
