scenario_id,error_rate,num_models_wrong,models_wrong
151,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
474,0.3333333333333333,4,"GCN, GIN, TransformerConv, GINE"
410,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
434,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1035,0.3333333333333333,5,"GAT, GCN, GIN, TransformerConv, GINE"
855,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1332,0.3333333333333333,4,"GCN, GIN, TransformerConv, GINE"
283,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1009,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
272,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
951,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1925,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1537,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
811,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
635,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
26,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
423,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
426,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
239,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1306,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
505,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
492,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1757,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
584,0.3333333333333333,5,"GAT, GCN, GIN, TransformerConv, GINE"
602,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
349,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
650,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
564,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1178,0.3333333333333333,5,"GAT, GCN, GIN, TransformerConv, GINE"
1163,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1868,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
724,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1047,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
162,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
778,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1328,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1889,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
756,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
294,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
764,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1068,0.3333333333333333,4,"GCN, GIN, TransformerConv, GINE"
1251,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
125,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1680,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
129,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1438,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1750,0.3333333333333333,5,"GAT, GCN, GIN, TransformerConv, GINE"
408,0.3333333333333333,5,"GAT, GCN, GIN, TransformerConv, GINE"
1211,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1222,0.3333333333333333,5,"GAT, GCN, GIN, TransformerConv, GINE"
107,0.3333333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1958,0.3312883435582822,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
513,0.3287037037037037,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
304,0.3282828282828283,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1914,0.32788671023965144,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1704,0.32785087719298245,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1451,0.32655038759689925,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
198,0.32653061224489793,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
977,0.3263888888888889,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
737,0.32558139534883723,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
381,0.32432432432432434,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
707,0.3235294117647059,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
296,0.3234714003944773,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
814,0.3220064724919094,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1297,0.32072829131652664,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
715,0.3202614379084967,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1913,0.3201058201058201,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1321,0.3194444444444444,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
692,0.3181818181818182,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1154,0.3173913043478261,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
329,0.3172043010752688,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
748,0.3169257340241796,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
47,0.31666666666666665,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
978,0.3165266106442577,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1419,0.3164251207729469,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
384,0.31560283687943264,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1072,0.3148148148148148,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1978,0.3148148148148148,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1639,0.3145833333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1562,0.3143459915611814,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1330,0.31432748538011696,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1606,0.3137254901960784,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1495,0.31354166666666666,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
10,0.313102119460501,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1847,0.3125,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1002,0.3125,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1937,0.3125,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1027,0.3125,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
670,0.3117505995203837,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1132,0.3117283950617284,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1045,0.3115942028985507,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
461,0.31104033970276007,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1319,0.31025641025641026,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1221,0.31025641025641026,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1099,0.3098434004474273,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
169,0.30952380952380953,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
189,0.30952380952380953,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1671,0.3090717299578059,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1418,0.30851063829787234,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
663,0.3076923076923077,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
153,0.30709876543209874,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1242,0.30701754385964913,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
902,0.30656934306569344,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1277,0.3055555555555556,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1431,0.3055555555555556,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1487,0.3055555555555556,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
268,0.3055555555555556,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
550,0.30493827160493825,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1836,0.30361757105943155,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1941,0.30303030303030304,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1529,0.3021885521885522,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1341,0.30200501253132833,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
256,0.30158730158730157,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1492,0.30092592592592593,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
458,0.30092592592592593,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
122,0.3,5,"GAT, GCN, GIN, TransformerConv, GINE"
881,0.3,5,"GAT, GCN, GIN, TransformerConv, GINE"
1354,0.3,5,"GAT, GCN, GIN, TransformerConv, GINE"
45,0.3,5,"GAT, GCN, GIN, TransformerConv, GINE"
839,0.3,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1232,0.29973118279569894,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
455,0.2986111111111111,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
278,0.2982456140350877,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1814,0.2973621103117506,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
825,0.29732510288065844,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
205,0.2972972972972973,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1873,0.2972972972972973,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1364,0.2971014492753623,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1256,0.2948717948717949,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1885,0.2948717948717949,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1774,0.29365079365079366,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1994,0.29365079365079366,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1588,0.2916666666666667,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1585,0.2916666666666667,5,"GAT, GCN, GIN, TransformerConv, GINE"
815,0.2916666666666667,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1049,0.2916666666666667,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
694,0.2916666666666667,5,"GAT, GCN, GIN, TransformerConv, GINE"
1662,0.2916666666666667,5,"GAT, GCN, GIN, TransformerConv, GINE"
1698,0.2916666666666667,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1145,0.2916666666666667,5,"GAT, GCN, GIN, TransformerConv, GINE"
1574,0.2916666666666667,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1363,0.2909090909090909,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
806,0.2903225806451613,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1055,0.29024943310657597,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1627,0.2897091722595078,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
406,0.2894736842105263,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1935,0.28921568627450983,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
76,0.289044289044289,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
962,0.28888888888888886,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1424,0.28846153846153844,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1208,0.2878787878787879,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1496,0.28774928774928776,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
894,0.28703703703703703,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1906,0.28703703703703703,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1158,0.2866666666666667,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
245,0.2857142857142857,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
379,0.2857142857142857,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1312,0.2857142857142857,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1057,0.2857142857142857,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
89,0.2857142857142857,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
263,0.2847682119205298,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
300,0.28431372549019607,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1143,0.2837150127226463,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
594,0.2833333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
3,0.2833333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
896,0.2833333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1738,0.28271604938271605,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1719,0.2824074074074074,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
880,0.2824074074074074,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
154,0.2821969696969697,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
66,0.28160919540229884,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1804,0.28125,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
960,0.2803030303030303,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1000,0.279874213836478,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1542,0.27976190476190477,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1598,0.27976190476190477,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1474,0.2796296296296296,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
946,0.2796143250688705,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
571,0.27816091954022987,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
616,0.2781456953642384,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
254,0.2777777777777778,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1849,0.2777777777777778,5,"GAT, GCN, GIN, TransformerConv, GINE"
23,0.2777777777777778,5,"GAT, GCN, GIN, TransformerConv, GINE"
177,0.2777777777777778,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
190,0.2777777777777778,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
132,0.2777777777777778,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1798,0.2777777777777778,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1541,0.2777777777777778,5,"GAT, GCN, GIN, TransformerConv, GINE"
716,0.2777777777777778,5,"GAT, GCN, GIN, TransformerConv, GINE"
298,0.2777777777777778,5,"GAT, GCN, GIN, TransformerConv, GINE"
331,0.2777777777777778,5,"GAT, GCN, GIN, TransformerConv, GINE"
543,0.2777777777777778,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
77,0.2765567765567766,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1092,0.2760416666666667,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1177,0.2752808988764045,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1980,0.2751736111111111,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
997,0.275,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
174,0.275,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1110,0.2732919254658385,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1217,0.27314814814814814,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1969,0.2728613569321534,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
529,0.2727272727272727,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
12,0.2727272727272727,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1797,0.2708333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
133,0.2708333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
738,0.2708333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1409,0.2708333333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1265,0.27044025157232704,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1921,0.2702702702702703,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1022,0.2699805068226121,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
857,0.2694235588972431,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
868,0.2687793427230047,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1114,0.26811594202898553,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
11,0.2670940170940171,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
588,0.26666666666666666,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
224,0.26666666666666666,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
794,0.26666666666666666,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
774,0.26666666666666666,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1090,0.26666666666666666,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1661,0.266260162601626,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
109,0.2662192393736018,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1445,0.265625,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
869,0.2644628099173554,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
872,0.2638888888888889,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
867,0.2638888888888889,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
22,0.26366120218579236,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
344,0.26344086021505375,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1528,0.2630208333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1012,0.26287262872628725,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
500,0.2619047619047619,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
36,0.2619047619047619,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
916,0.2619047619047619,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
540,0.2619047619047619,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1664,0.2608695652173913,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1067,0.26,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
274,0.26,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
320,0.25925925925925924,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1607,0.25925925925925924,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
476,0.25862068965517243,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
341,0.25838926174496646,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
375,0.25757575757575757,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
883,0.2569444444444444,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
775,0.25675675675675674,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1395,0.2564102564102564,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1404,0.2564102564102564,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1054,0.2564102564102564,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1864,0.2564102564102564,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1790,0.2552083333333333,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1824,0.25462962962962965,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1752,0.2543859649122807,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
577,0.2543859649122807,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1759,0.25432900432900435,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1155,0.25416666666666665,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1191,0.25333333333333335,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1983,0.25333333333333335,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1517,0.2526041666666667,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1372,0.2523809523809524,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1748,0.2517985611510791,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
901,0.25,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1808,0.25,3,"GAT, GCN, TransformerConv"
1272,0.25,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1413,0.25,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1741,0.25,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
289,0.25,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1094,0.25,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1842,0.25,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1822,0.25,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
168,0.25,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
562,0.25,3,"GAT, GCN, GIN"
1699,0.25,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1079,0.25,3,"GAT, GCN, GIN"
1060,0.25,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1468,0.25,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1673,0.25,3,"GAT, GCN, GIN"
718,0.25,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
752,0.25,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
355,0.25,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1247,0.25,3,"GAT, GCN, GIN"
730,0.25,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1126,0.25,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1646,0.25,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1046,0.25,3,"GAT, GCN, GIN"
111,0.25,5,"GAT, GCN, GIN, TransformerConv, GINE"
1280,0.25,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
143,0.24942528735632183,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1287,0.24848484848484848,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1624,0.24806201550387597,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
209,0.24782608695652175,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1683,0.2468553459119497,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
110,0.24666666666666667,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
784,0.24621212121212122,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
488,0.24603174603174602,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1439,0.24603174603174602,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1586,0.24603174603174602,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1829,0.24603174603174602,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1507,0.24539877300613497,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1195,0.24537037037037038,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1470,0.24537037037037038,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
176,0.24531835205992508,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
29,0.24509803921568626,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
520,0.24509803921568626,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
370,0.24509803921568626,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1327,0.24509803921568626,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
396,0.24451097804391217,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
262,0.24444444444444444,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
102,0.24444444444444444,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
957,0.24431818181818182,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
187,0.24404761904761904,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
1235,0.24358974358974358,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
498,0.24358974358974358,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
909,0.24324324324324326,6,"GAT, GCN, GraphSAGE, GIN, TransformerConv, GINE"
